ID,irods_path,alignment,component,composition,dcterms:created,dcterms:creator,dcterms:publisher,id_product,id_run,irods::access_time,is_paired_read,lane,library_id,library_type,manual_qc,md5,reference,sample,sample_accession_number,sample_common_name,sample_donor_id,sample_id,sample_lims,sample_supplier_name,sample_uuid,seqchksum,study,study_accession_number,study_id,study_title,tag_index,target,total_reads,type,subset,sweep_or_wgs,sample_source,linking_id
49915_3#56,/seq/illumina/runs/49/49915/lane3/plex56/49915_3#56.cram,0,"{""id_run"":49915,""position"":3,""tag_index"":56}","{""components"":[{""id_run"":49915,""position"":3,""tag_index"":56}]}",2024-12-12T02:04:49Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",40369f9ae908a06e49f375e291972b4c3c21c31b4b37c71b8762c3424f8e287f,49915,1734006507,1,3,72260398,Standard,1,1ab95955bae1bea0cac58f03fcd0407d,NA,TRACS15052385,ERS21364544,metagenome,TRACS15052385,9919225,SQSCP,TRACS_Sweep_2_ES_3504,f7755dca-92aa-11ef-b505-02423c45b5b8,37cefa830d55927c3e5a4f8c5b779a7837cefa830d55927c3e5a4f8c5b779a78,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,56,1,24694456,cram,target,sweep,environmental,TRACS_2_ES_3504
49990_2#97,/seq/illumina/runs/49/49990/lane2/plex97/49990_2#97.cram,1,"{""id_run"":49990,""position"":2,""tag_index"":97}","{""components"":[{""id_run"":49990,""position"":2,""tag_index"":97}]}",2025-01-09T16:13:55Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",c75b552e68d2e302eecf1d25eb5d664235ab61899c328590ff04d630bf549eef,49990,1736856609,1,2,73716686,pWGS-384,1,be870edad62f2878df082134587273fe,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051633,ERS21366001,Escherichia coli,TRACS15051633,9920579,SQSCP,TRACS_LCL_672_227798,78e2fa50-92ad-11ef-b117-0242391542d4,49be60db49da87c62345547666411fcc49be60db49da87c62345547666411fcc,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,97,1,2850750,cram,target,wgs,blood,227798
49937_1#83,/seq/illumina/runs/49/49937/lane1/plex83/49937_1#83.cram,1,"{""id_run"":49937,""position"":1,""tag_index"":83}","{""components"":[{""id_run"":49937,""position"":1,""tag_index"":83}]}",2024-12-18T06:13:24Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",6a235d895a5c90442eaf2e7bc11b5bed7f8c20082e309c1b1a29cd21b52afe55,49937,1734620680,1,1,73717885,pWGS-384,1,72919ad476bc89809037efb363f481eb,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15050347,ERS21364725,Klebsiella pneumoniae,TRACS15050347,9919293,SQSCP,TRACS_E_003,5f54d432-92ad-11ef-b117-0242391542d4,6dd693ac59b5143215f1d76c37a5ddb76dd693ac59b5143215f1d76c37a5ddb7,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,83,1,1084240,cram,target,wgs,stool,TRACS_E_003
49989_1#65,/seq/illumina/runs/49/49989/lane1/plex65/49989_1#65.cram,1,"{""id_run"":49989,""position"":1,""tag_index"":65}","{""components"":[{""id_run"":49989,""position"":1,""tag_index"":65}]}",2025-01-09T17:09:13Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",c9e6ad6cf4675183423ac15c3d382b09b918658ef6f53d611ceb141fe09e046b,49989,1736530949,1,1,73716300,pWGS-384,1,2ee1d300e3497641f772bcae03c56311,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051146,ERS21365524,Escherichia coli,TRACS15051146,9920092,SQSCP,TRACS_LCL_790_241030,6fe88a0a-92ad-11ef-b117-0242391542d4,196ccc430e56d44544b1d9f62781c403196ccc430e56d44544b1d9f62781c403,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,65,1,1258788,cram,target,wgs,blood,241030
49937_1#312,/seq/illumina/runs/49/49937/lane1/plex312/49937_1#312.cram,1,"{""id_run"":49937,""position"":1,""tag_index"":312}","{""components"":[{""id_run"":49937,""position"":1,""tag_index"":312}]}",2024-12-18T06:51:56Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",17b57f65982c0771878fee46b5f1a1634ce2feb22e34551c45551f2c9a13175a,49937,1734621130,1,1,73718019,pWGS-384,1,3946ccbf431a219d304f4955938255d9,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050585,ERS21364963,Escherichia coli,TRACS15050585,9919531,SQSCP,TRACS_2_PS_291,6549c9ce-92ad-11ef-b117-0242391542d4,2bdc10c33a7fc8034e4952db5c00f79b2bdc10c33a7fc8034e4952db5c00f79b,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,312,1,2368530,cram,target,wgs,stool,TRACS_2_PS_291
49937_1#5,/seq/illumina/runs/49/49937/lane1/plex5/49937_1#5.cram,1,"{""id_run"":49937,""position"":1,""tag_index"":5}","{""components"":[{""id_run"":49937,""position"":1,""tag_index"":5}]}",2024-12-18T05:59:33Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",1cae666046ecf47e2883efefcaa60333215d79e025a932d2eee787ebcf89d5e8,49937,1734620529,1,1,73717928,pWGS-384,1,7f033995e1edf49243429140bcc7dfd7,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050971,ERS21365349,Escherichia coli,TRACS15050971,9919917,SQSCP,TRACS_LCL_248_221194,6c5762c6-92ad-11ef-b117-0242391542d4,3c763c4717a76f155e6dfa5a6eec8f153c763c4717a76f155e6dfa5a6eec8f15,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,5,1,1745930,cram,target,wgs,blood,221194
49990_2#245,/seq/illumina/runs/49/49990/lane2/plex245/49990_2#245.cram,1,"{""id_run"":49990,""position"":2,""tag_index"":245}","{""components"":[{""id_run"":49990,""position"":2,""tag_index"":245}]}",2025-01-09T16:40:33Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",433b27100b2a90932cba0430705557915d99b08c2aeac0db268c74ae4f917669,49990,1736856984,1,2,73717032,pWGS-384,1,bb70e4a7a6545c2500cb314e272618c1,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051690,ERS21366068,Escherichia coli,TRACS15051690,9920636,SQSCP,TRACS_LCL_691_228060,7a06efae-92ad-11ef-b117-0242391542d4,0c08cf4e5465c09b50d88fb161e86bce0c08cf4e5465c09b50d88fb161e86bce,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,245,1,4026386,cram,target,wgs,blood,228060
49947_1#91,/seq/illumina/runs/49/49947/lane1/plex91/49947_1#91.cram,1,"{""id_run"":49947,""position"":1,""tag_index"":91}","{""components"":[{""id_run"":49947,""position"":1,""tag_index"":91}]}",2024-12-18T18:47:12Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",c5a6195bb639f31aca172bf892ac763c147fc2099f645e8fa04b79c762c74370,49947,1734715318,1,1,73717693,pWGS-384,1,94146a71347b093317ad786845d9282c,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15050377,ERS21364755,Klebsiella pneumoniae,TRACS15050377,9919323,SQSCP,TRACS_2_ES_1745,60f81df8-92ad-11ef-b117-0242391542d4,198f01b044e8584804d057e579954750198f01b044e8584804d057e579954750,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,91,1,1292408,cram,target,wgs,environmental,TRACS_2_ES_1745
49937_1#8,/seq/illumina/runs/49/49937/lane1/plex8/49937_1#8.cram,1,"{""id_run"":49937,""position"":1,""tag_index"":8}","{""components"":[{""id_run"":49937,""position"":1,""tag_index"":8}]}",2024-12-18T06:00:00Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",a3fd9c7c92a59ad32ac243beba4d1cffea23eb0e1fad37ea999ecb3bcd7402b9,49937,1734620539,1,1,73718000,pWGS-384,1,108a4a8b5803eda6ac3b5c79dcb22674,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051301,ERS21365679,Escherichia coli,TRACS15051301,9920247,SQSCP,TRACS_LCL_36_220627,72eb6808-92ad-11ef-b117-0242391542d4,73a7a8ff600cae685b882b0626a9e5f973a7a8ff600cae685b882b0626a9e5f9,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,8,1,187310,cram,target,wgs,blood,220627
49989_1#219,/seq/illumina/runs/49/49989/lane1/plex219/49989_1#219.cram,1,"{""id_run"":49989,""position"":1,""tag_index"":219}","{""components"":[{""id_run"":49989,""position"":1,""tag_index"":219}]}",2025-01-09T17:38:53Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",17ecc8481c6a7565075b0e7057952d622bebd4f9efd1f083bc45d8ae542e10ac,49989,1736531254,1,1,73716549,pWGS-384,1,3b26dc4a6a4fa9bc767fd5bf7abdfaa6,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051453,ERS21365831,Escherichia coli,TRACS15051453,9920399,SQSCP,"TRACS_WH_31_M,23.1318754.RA",75c2c170-92ad-11ef-b117-0242391542d4,741c4f4d4596b6021c694d50743e9508741c4f4d4596b6021c694d50743e9508,Whiston,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,219,1,2467290,cram,target,wgs,blood,"M,23.1318754.RA"
49989_1#188,/seq/illumina/runs/49/49989/lane1/plex188/49989_1#188.cram,1,"{""id_run"":49989,""position"":1,""tag_index"":188}","{""components"":[{""id_run"":49989,""position"":1,""tag_index"":188}]}",2025-01-09T17:33:23Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",75320334317f2d19dfcb7fd0dc4aefdeab71a1d06b0f514042883ed55eb8acdc,49989,1736531194,1,1,73716571,pWGS-384,1,36c5bdbbf42bfc3fdf86db39b2d22b40,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051546,ERS21365924,Escherichia coli,TRACS15051546,9920492,SQSCP,"TRACS_WH_246_M,23.1328485.AA",774aaf30-92ad-11ef-b117-0242391542d4,3403fcf17c614eee4521136a474fc66f3403fcf17c614eee4521136a474fc66f,Whiston,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,188,1,2550744,cram,target,wgs,blood,"M,23.1328485.AA"
49990_2#17,/seq/illumina/runs/49/49990/lane2/plex17/49990_2#17.cram,1,"{""id_run"":49990,""position"":2,""tag_index"":17}","{""components"":[{""id_run"":49990,""position"":2,""tag_index"":17}]}",2025-01-09T15:59:40Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",3bf63ab50a296896ae1b32464ce0568baea7657d1ce2446be63ad0d5205abfaa,49990,1736856409,1,2,73716681,pWGS-384,1,eeeee6b25345b211d4fd2172d8724b3b,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051859,ERS21366156,Escherichia coli,TRACS15051859,9920805,SQSCP,TRACS_CA_LIV10,7d2ce17a-92ad-11ef-b117-0242391542d4,35deed0124b5ece4220ab0db2cf3761b35deed0124b5ece4220ab0db2cf3761b,Companion animal,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,17,1,2188444,cram,target,wgs,NA,TRACS_CA_LIV10
49915_3#64,/seq/illumina/runs/49/49915/lane3/plex64/49915_3#64.cram,0,"{""id_run"":49915,""position"":3,""tag_index"":64}","{""components"":[{""id_run"":49915,""position"":3,""tag_index"":64}]}",2024-12-12T02:06:34Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",4b66d19db8ed96aafd9a3b8b45726bda3f0c70bc9036ab1b9d6f455826553df3,49915,1734006523,1,3,72260446,Standard,1,230d225e9fcc97d019fb428c29238d18,NA,TRACS15052389,ERS21364548,metagenome,TRACS15052389,9919229,SQSCP,TRACS_Sweep_2_PS_824,f77ff258-92aa-11ef-b505-02423c45b5b8,12efc7c327b8575d1e8cda71504cb53812efc7c327b8575d1e8cda71504cb538,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,64,1,33271492,cram,target,sweep,stool,TRACS_2_PS_824
49989_2#338,/seq/illumina/runs/49/49989/lane2/plex338/49989_2#338.cram,1,"{""id_run"":49989,""position"":2,""tag_index"":338}","{""components"":[{""id_run"":49989,""position"":2,""tag_index"":338}]}",2025-01-09T19:15:10Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",ffe02c40a87d0b8af1139195f4d55cd9f4afb9a5864280e295c7cbeb26c79228,49989,1736532261,1,2,73715957,pWGS-384,1,db1ac4da21f4f1939d27a39926a0a101,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15051097,ERS21365427,Klebsiella pneumoniae,TRACS15051097,9920043,SQSCP,TRACS_LCL_457_227194,6eed5428-92ad-11ef-b117-0242391542d4,7ceabb8f0ae88eb9647ea22e3f5c8ac17ceabb8f0ae88eb9647ea22e3f5c8ac1,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,338,1,2001618,cram,target,wgs,blood,227194
49915_3#176,/seq/illumina/runs/49/49915/lane3/plex176/49915_3#176.cram,0,"{""id_run"":49915,""position"":3,""tag_index"":176}","{""components"":[{""id_run"":49915,""position"":3,""tag_index"":176}]}",2024-12-12T02:29:24Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",23016673ebc824ec9cfb8b0c7a17ac331d6b688c5be977453f8462c0b7a640e5,49915,1734006734,1,3,72260453,Standard,1,63330c8733324adfd1e6f794d022eab2,NA,TRACS15052451,ERS21364596,metagenome,TRACS15052451,9919286,SQSCP,TRACS_Sweep_2_PS_819,f83729b4-92aa-11ef-b505-02423c45b5b8,667599562afd95ec13b16f6b68b8ddd0667599562afd95ec13b16f6b68b8ddd0,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,176,1,28647434,cram,target,sweep,stool,TRACS_2_PS_819
49873_3#43,/seq/illumina/runs/49/49873/lane3/plex43/49873_3#43.cram,0,"{""id_run"":49873,""position"":3,""tag_index"":43}","{""components"":[{""id_run"":49873,""position"":3,""tag_index"":43}]}",2024-11-30T16:45:31Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",76b8ec8204ea7587800cc5926e70fe0d5b6eab293bc867c64f5a83f7ef32ce3b,49873,1733223767,1,3,73069614,Standard,1,7c908cfd53ef0d475928f5a005e2923c,NA,TRACS15052132,ERS21364283,metagenome,TRACS15052132,9918972,SQSCP,TRACS_Sweep_2_PS_058,f4a66828-92aa-11ef-b505-02423c45b5b8,06159c4e06dc92f91a5b6e676cab1afc06159c4e06dc92f91a5b6e676cab1afc,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,43,1,29851978,cram,target,sweep,stool,TRACS_2_PS_058
49947_1#18,/seq/illumina/runs/49/49947/lane1/plex18/49947_1#18.cram,1,"{""id_run"":49947,""position"":1,""tag_index"":18}","{""components"":[{""id_run"":49947,""position"":1,""tag_index"":18}]}",2024-12-18T18:33:56Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",b6e558a29a41962ffebf0806bfd621b85cd1eac860a3a31b6260bdc99fa29cdd,49947,1734715132,1,1,73717473,pWGS-384,1,4971c38ab2f0e2e7ca0dd53124376413,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050587,ERS21364965,Escherichia coli,TRACS15050587,9919533,SQSCP,TRACS_2_ES_1282,6551c372-92ad-11ef-b117-0242391542d4,2dedc24707e221ae2deeedff3a9b2f4f2dedc24707e221ae2deeedff3a9b2f4f,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,18,1,1084574,cram,target,wgs,environmental,TRACS_2_ES_1282
49989_2#41,/seq/illumina/runs/49/49989/lane2/plex41/49989_2#41.cram,1,"{""id_run"":49989,""position"":2,""tag_index"":41}","{""components"":[{""id_run"":49989,""position"":2,""tag_index"":41}]}",2025-01-09T18:18:52Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",05496486abd5956754589be37d0be24add97372f024bc8904974bbfaf7bb78b1,49989,1736531668,1,2,73716106,pWGS-384,1,8c9f7cc8b2400e2417bd087169e6a0d4,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050649,ERS21365027,Escherichia coli,TRACS15050649,9919595,SQSCP,TRACS_2_PS_806,665daed4-92ad-11ef-b117-0242391542d4,6bf4422d5caee72b4e65c8335b807ce46bf4422d5caee72b4e65c8335b807ce4,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,41,1,1364696,cram,target,wgs,stool,TRACS_2_PS_806
49937_1#121,/seq/illumina/runs/49/49937/lane1/plex121/49937_1#121.cram,1,"{""id_run"":49937,""position"":1,""tag_index"":121}","{""components"":[{""id_run"":49937,""position"":1,""tag_index"":121}]}",2024-12-18T06:19:53Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",6a5f05d3347ea9743b1980b615dc4f77650b49cfc14c36dcb3b2066f0b400ea4,49937,1734620756,1,1,73718031,pWGS-384,1,d5c32a0270f03a9010b1b63e5a9fb971,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15050364,ERS21364742,Klebsiella pneumoniae,TRACS15050364,9919310,SQSCP,TRACS_2_ES_224,60b02d18-92ad-11ef-b117-0242391542d4,5f6a56ec50e6e3bd41055c542912ae2d5f6a56ec50e6e3bd41055c542912ae2d,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,121,1,2739694,cram,target,wgs,environmental,TRACS_2_ES_224
49990_1#188,/seq/illumina/runs/49/49990/lane1/plex188/49990_1#188.cram,1,"{""id_run"":49990,""position"":1,""tag_index"":188}","{""components"":[{""id_run"":49990,""position"":1,""tag_index"":188}]}",2025-01-09T15:22:23Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",2ca4bf8f514848b48ccc5654494bc8599ebdf29e2f453c83b712e4460d6b22aa,49990,1736855863,1,1,73717723,pWGS-384,1,ad2c274b85e5762143e810d07a276e1b,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15050676,ERS21365054,Escherichia coli,TRACS15050676,9919622,SQSCP,TRACS_2_PS_530,66db0a0a-92ad-11ef-b117-0242391542d4,2a2fa9a20744999b01d75d5e04884a912a2fa9a20744999b01d75d5e04884a91,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,188,1,2475866,cram,target,wgs,stool,TRACS_2_PS_530
49915_3#117,/seq/illumina/runs/49/49915/lane3/plex117/49915_3#117.cram,0,"{""id_run"":49915,""position"":3,""tag_index"":117}","{""components"":[{""id_run"":49915,""position"":3,""tag_index"":117}]}",2024-12-12T02:17:19Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",227b77b443c223a2f52326cc5bbdeef60afe788391a8a165d245200fd44454f2,49915,1734006620,1,3,72243014,Standard,1,d4ed90669cd4d3009e6e0c30ae04fa2e,NA,TRACS15052317,ERS21364467,metagenome,TRACS15052317,9919157,SQSCP,TRACS_Sweep_2_ES_881,f6b49db0-92aa-11ef-b505-02423c45b5b8,5dd177232f3ec1bd4438a7b16ae5621a5dd177232f3ec1bd4438a7b16ae5621a,TRACS,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,117,1,29635626,cram,target,sweep,environmental,TRACS_2_ES_881
49990_2#87,/seq/illumina/runs/49/49990/lane2/plex87/49990_2#87.cram,1,"{""id_run"":49990,""position"":2,""tag_index"":87}","{""components"":[{""id_run"":49990,""position"":2,""tag_index"":87}]}",2025-01-09T16:12:11Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",af20e58d1f559d22425aabb393ab87a860cba532fbf4957ad32cc152f548c440,49990,1736856583,1,2,73716829,pWGS-384,1,f9f332899876b0c8ddfb1f94b4dfb485,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15255481,ERS21366267,Escherichia coli,TRACS15255481,9920835,SQSCP,TRACS_LCL_535_228440,264fa760-92ae-11ef-bce3-02423c45b5b8,5631da9850f7a0130785771b36c996a95631da9850f7a0130785771b36c996a9,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,87,1,4170132,cram,target,wgs,blood,228440
49989_1#99,/seq/illumina/runs/49/49989/lane1/plex99/49989_1#99.cram,1,"{""id_run"":49989,""position"":1,""tag_index"":99}","{""components"":[{""id_run"":49989,""position"":1,""tag_index"":99}]}",2025-01-09T17:15:51Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",3bf7fc952b8493d9864fc7084686e49c17b107ef0cce84df2f864e44e2ddadb7,49989,1736531017,1,1,73716350,pWGS-384,1,4da4089838ef813203f7a905ff86d25b,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051162,ERS21365540,Escherichia coli,TRACS15051162,9920108,SQSCP,TRACS_LCL_792_241054,70165610-92ad-11ef-b117-0242391542d4,0d2426200da985d31fc4e800291fd90e0d2426200da985d31fc4e800291fd90e,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,99,1,2015330,cram,target,wgs,blood,241054
49989_1#2,/seq/illumina/runs/49/49989/lane1/plex2/49989_1#2.cram,1,"{""id_run"":49989,""position"":1,""tag_index"":2}","{""components"":[{""id_run"":49989,""position"":1,""tag_index"":2}]}",2025-01-09T16:56:07Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",30ea33201d10fce7689d25d8e2504b5cea0ca5a503256f06a60c0af300bb8f69,49989,1736530830,1,1,73716320,pWGS-384,1,e6246edd9668c894be496664554f4bd9,/lustre/scratch120/npg_repository/references/Klebsiella_pneumoniae/NC_011283/all/bwa0_6/NC_011283.fasta,TRACS15051277,ERS21365655,Klebsiella pneumoniae,TRACS15051277,9920223,SQSCP,TRACS_LCL_33_220571,7278896e-92ad-11ef-b117-0242391542d4,516275c1591d483f61e3a13611c5520f516275c1591d483f61e3a13611c5520f,LCL,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,2,1,2272098,cram,target,wgs,blood,220571
49989_1#152,/seq/illumina/runs/49/49989/lane1/plex152/49989_1#152.cram,1,"{""id_run"":49989,""position"":1,""tag_index"":152}","{""components"":[{""id_run"":49989,""position"":1,""tag_index"":152}]}",2025-01-09T17:25:54Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",96355b238981873d9376b60380974edc332014ea80779af1687f4d3981501328,49989,1736531120,1,1,73716473,pWGS-384,1,6f51b7f245ce213d1b32943b09e72f13,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051534,ERS21365912,Escherichia coli,TRACS15051534,9920480,SQSCP,"TRACS_WH_197_M,23.1324854.GA",77266eb8-92ad-11ef-b117-0242391542d4,40eb5788231b57a34bce118e69dbc94d40eb5788231b57a34bce118e69dbc94d,Whiston,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,152,1,2028958,cram,target,wgs,blood,"M,23.1324854.GA"
49937_1#364,/seq/illumina/runs/49/49937/lane1/plex364/49937_1#364.cram,1,"{""id_run"":49937,""position"":1,""tag_index"":364}","{""components"":[{""id_run"":49937,""position"":1,""tag_index"":364}]}",2024-12-18T07:00:48Z,http://www.sanger.ac.uk,"ldap://ldap.internal.sanger.ac.uk/oupeople,dcsanger,dcac,dcuk?title?sub?(uidgspipe)",84f16cc2b0a322861f58fd25d975b7cf9a5ee4cae342af818d4278da3e2a7355,49937,1734621227,1,1,73718118,pWGS-384,1,02f78f95864c9677baa406813b308b9d,/lustre/scratch120/npg_repository/references/Escherichia_coli/K12/all/bwa0_6/E-coli-K12.fa,TRACS15051843,ERS21366237,Escherichia coli,TRACS15051843,9920789,SQSCP,TRACS_CA_LIV8,7cd00c3e-92ad-11ef-b117-0242391542d4,718ec03463399f1a21e92eec7940a435718ec03463399f1a21e92eec7940a435,Companion animal,ERP162981,7835,Tracking Antimicrobial Resistance Across Care Settings in Liverpool,364,1,2229862,cram,target,wgs,NA,TRACS_CA_LIV8
