Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp
49947_1_191.assembly	514	468	274	187	83	36	10412944	10390281	9881021	9254818	7613449	5970841	491	1491587	10407183	48.56	69400	22849	23	92	0.00
49990_2_183.assembly	153	92	71	63	46	28	4961870	4936165	4886250	4835862	4549881	3866945	112	399018	4950956	50.52	124589	54246	11	26	0.00
49989_1_34.assembly	229	90	56	52	37	25	5390201	5332689	5260716	5233519	5002033	4594091	140	420257	5368151	50.64	252672	99138	9	18	0.00
49989_1_216.assembly	141	69	48	40	29	22	5115871	5085506	5039295	4976571	4797798	4546368	97	588827	5104357	50.53	278921	107353	7	13	0.00
49989_2_296.assembly	104	57	32	29	26	22	5006929	4986801	4930280	4910025	4868001	4734380	74	505212	4998513	50.64	313953	141469	7	13	0.00
49989_1_31.assembly	96	61	43	37	32	23	5294042	5283573	5243877	5197166	5103044	4813071	66	570098	5287159	57.33	279199	131627	7	14	0.00
49989_2_244.assembly	50	29	20	20	20	14	4667567	4659976	4638561	4638561	4638561	4456742	33	714194	4663338	50.71	578342	187396	4	8	0.00
49989_2_38.assembly	403	101	62	53	39	26	5164546	5074265	4985301	4919071	4696091	4247094	146	376576	5105796	50.53	161559	105777	11	21	0.00
49989_2_47.assembly	209	81	46	41	33	24	5108073	5056637	4977164	4942868	4806092	4473759	119	491984	5083861	50.57	215880	123864	9	17	0.00
49990_2_31.assembly	132	82	48	38	32	27	5268317	5248892	5174370	5102555	5013434	4857251	97	958319	5259422	55.10	227130	118288	7	16	0.00
49990_2_108.assembly	123	62	40	33	28	21	5111537	5088933	5038060	4991344	4907429	4673005	80	629377	5100933	50.50	370298	144200	5	11	0.00
49990_2_9.assembly	256	148	95	85	57	33	4934082	4890244	4772269	4702474	4236725	3318877	175	233722	4910181	50.93	80849	41209	20	41	0.00
49989_2_188.assembly	162	91	59	53	41	30	5254911	5227015	5157364	5111005	4957100	4599339	115	319573	5242817	50.66	170247	105764	12	22	0.00
49989_2_37.assembly	135	63	45	42	34	26	5031385	5003521	4965261	4945331	4809306	4544027	81	616879	5016523	50.53	168382	96897	7	16	0.00
49989_1_190.assembly	149	72	38	33	24	19	5191564	5156366	5087121	5049890	4918428	4727987	103	577916	5178890	50.67	276425	190808	7	12	0.00
49937_1_155.assembly	102	61	39	33	27	20	5441891	5428084	5373292	5332365	5243254	5005859	71	1166168	5434787	57.33	336508	114320	4	10	0.00
49989_2_11.assembly	136	79	54	45	32	27	5064660	5043965	4987093	4924142	4723406	4558837	95	619716	5055008	50.75	190808	108987	9	17	0.00
49990_1_382.assembly	91	55	40	32	25	17	5549174	5537428	5503750	5441646	5331164	5072965	59	856814	5540337	57.22	356874	248278	6	11	0.00
49989_1_9.assembly	139	68	42	38	26	21	5118919	5088612	5023853	4992566	4785431	4610658	95	678515	5107019	50.72	225796	165545	8	14	0.00
49989_2_376.assembly	3636	869	289	129	20	2	5605660	4787941	3464412	2337512	700806	113113	1224	62111	5034017	50.15	8962	3706	148	362	0.00
49990_2_173.assembly	257	149	96	85	56	34	4957666	4913762	4795723	4719663	4235686	3402347	176	233723	4933700	50.92	84523	41209	20	41	0.00
49937_1_294.assembly	102	62	41	40	36	27	4764036	4750349	4709416	4702034	4611962	4303089	71	493181	4757058	50.74	184257	95830	8	17	0.00
49989_2_154.assembly	441	123	63	54	41	27	5152174	5049394	4916597	4851174	4658504	4188007	185	364176	5091469	50.61	159292	95007	11	22	0.00
49989_1_212.assembly	206	95	66	59	46	29	4967419	4921747	4844054	4787529	4595354	3957393	125	376847	4945051	50.80	132815	62437	11	25	0.00
49989_1_324.assembly	178	75	49	42	33	26	5132167	5094579	5033255	4985331	4835586	4597092	100	365711	5111031	50.80	190836	108981	9	18	0.00
49989_1_302.assembly	173	78	54	49	39	27	5181396	5146986	5091628	5048381	4897428	4484548	105	358346	5165540	50.60	202400	90344	10	19	0.00
49990_2_80.assembly	134	71	51	44	40	29	5802198	5783105	5734240	5679223	5603333	5189766	82	640138	5790768	56.87	196978	100924	9	19	0.00
49989_2_139.assembly	212	84	48	39	31	23	5121879	5071243	4989875	4924389	4782851	4503517	123	491984	5098647	50.60	215880	125082	9	16	0.00
49990_1_350.assembly	144	77	50	46	36	21	5129800	5105280	5040527	5013071	4859032	4296674	94	450295	5117640	50.68	232885	108999	8	16	0.00
49990_2_190.assembly	85	49	29	26	25	19	5037314	5022336	4979057	4959460	4936625	4731496	63	800897	5031923	50.54	314145	146822	5	11	0.00
49989_2_248.assembly	317	78	52	41	35	26	5069473	4995314	4942421	4858613	4763138	4466730	125	525961	5027055	50.54	181700	105041	9	18	0.00
49947_1_312.assembly	357	100	59	47	31	26	5151000	5072506	4990697	4903451	4625457	4445794	146	435195	5104706	50.63	182729	105764	10	19	0.00
49947_1_253.assembly	136	80	53	44	30	25	5063115	5042470	4979623	4916863	4705190	4540621	96	619716	5053704	50.75	211165	116898	8	16	0.00
49937_1_152.assembly	165	75	39	36	26	19	5250780	5211611	5137984	5120479	4963934	4728698	112	661968	5237848	50.28	366212	173844	6	11	0.00
49990_1_52.assembly	120	69	47	43	35	28	4922472	4901299	4853788	4822299	4692970	4428434	86	375421	4914193	50.66	196859	129504	10	18	0.00
49989_2_295.assembly	303	111	66	60	37	27	5401851	5321841	5219830	5176256	4883751	4538618	174	341719	5366055	50.61	173578	108987	11	20	0.00
49990_1_85.assembly	185	82	52	42	31	25	5539501	5506470	5427991	5352799	5165693	4955583	101	787772	5519414	57.15	204685	117864	8	15	0.00
49947_1_373.assembly	197	86	53	44	30	26	5215960	5168792	5089739	5023222	4803165	4675985	128	536116	5198749	50.66	202168	108993	8	17	0.00
49990_2_260.assembly	157	85	48	37	30	23	5127090	5096755	5015929	4939075	4835615	4587807	111	696785	5115479	50.81	230341	156818	8	14	0.00
49989_2_35.assembly	167	73	52	46	36	28	5099534	5063830	5021271	4977269	4802694	4534224	98	463684	5080983	50.53	168382	92288	8	18	0.00
49937_1_42.assembly	91	56	29	26	22	17	5421147	5411365	5349449	5328813	5259858	5087409	61	786604	5414664	57.29	371730	224758	5	9	0.00
49990_1_309.assembly	213	103	62	52	36	27	5021735	4982733	4884519	4817020	4589322	4269161	133	357472	5002605	50.72	173577	75635	10	20	0.00
49990_2_264.assembly	155	113	82	70	51	35	4938468	4921184	4859133	4777895	4461788	3915140	126	504037	4931526	50.51	95862	62106	15	31	0.00
49937_1_80.assembly	281	171	115	91	64	34	4962331	4912752	4768456	4602055	4163386	3059812	214	215641	4944577	50.60	61158	35663	24	50	0.00
49937_1_55.assembly	129	78	43	33	29	24	5276008	5256860	5178560	5106382	5050749	4894565	93	958320	5267074	55.10	227540	137592	7	14	0.00
49937_1_254.assembly	175	89	62	54	39	29	5022316	4987583	4927413	4868091	4645304	4298813	117	367322	5006989	50.75	174220	85406	11	21	0.00
49989_2_104.assembly	102	60	35	34	32	24	4742518	4724188	4666904	4660595	4616902	4333718	74	622096	4735116	50.62	217373	120507	8	15	0.00
49990_1_247.assembly	238	100	56	46	34	27	5580150	5532258	5422309	5351045	5174922	4936919	130	787760	5552599	57.12	204012	100224	7	17	0.00
49937_1_352.assembly	71	52	38	35	33	26	5742914	5735690	5705012	5685287	5650466	5377180	57	655876	5739079	53.04	241638	128287	9	17	0.00
49989_1_54.assembly	333	128	69	58	44	30	5282243	5192131	5069236	4985433	4783870	4299887	205	358436	5247313	50.53	149050	59965	10	24	0.00
49989_2_173.assembly	101	64	40	33	27	21	5228054	5213884	5160950	5112536	5004144	4793540	74	790692	5221619	50.44	237085	161983	7	14	0.00
49989_1_138.assembly	84	48	31	28	26	19	5377339	5364393	5330580	5309379	5273611	5002310	56	908924	5370234	57.35	343215	196473	6	10	0.00
49990_1_352.assembly	196	115	74	66	48	33	5583132	5552541	5463436	5401113	5088061	4577455	139	333921	5569514	57.25	145153	83215	14	27	0.00
49989_2_66.assembly	90	54	38	36	29	23	5423386	5410196	5376162	5362754	5240060	5055232	65	796483	5417831	57.42	345364	151601	6	12	0.00
49989_2_142.assembly	169	83	59	49	31	26	5399315	5361554	5306942	5230059	4944502	4764968	121	461615	5386987	50.72	190808	124552	9	17	0.00
49937_1_299.assembly	213	89	41	36	29	22	5202082	5148291	5039455	5004207	4885735	4636690	135	570549	5179802	50.69	268268	117703	7	14	0.00
49947_1_370.assembly	90	54	39	33	29	22	5405601	5392402	5357961	5313833	5243749	5026451	62	552566	5398720	57.25	283044	175267	8	13	0.00
49989_2_67.assembly	222	136	89	70	56	38	5216967	5184444	5072653	4933208	4726505	4071939	155	270649	5200114	50.47	98197	54815	18	35	0.00
49989_2_146.assembly	141	82	53	45	32	25	5414052	5389617	5330639	5277366	5061025	4819171	103	462947	5404180	50.75	216495	108971	9	17	0.00
49947_1_281.assembly	95	48	33	32	28	23	4846319	4828667	4798901	4791381	4728403	4565481	63	582082	4838652	50.57	269490	130976	7	12	0.00
49989_2_264.assembly	189	92	61	50	34	27	5352468	5312197	5243609	5152521	4920390	4681748	127	417944	5335666	50.65	175297	111184	11	20	0.00
49947_1_351.assembly	137	81	56	46	31	27	5113929	5092486	5034441	4960912	4724585	4590503	98	450385	5104361	50.75	209201	116899	9	17	0.00
49937_1_48.assembly	194	87	53	45	32	24	5316863	5268389	5194008	5136883	4942233	4673128	132	362021	5300669	50.43	219435	130924	10	17	0.00
49989_1_86.assembly	82	39	28	27	24	20	4725417	4708972	4687862	4680375	4631634	4500521	50	594453	4716676	50.65	307190	184098	6	11	0.00
49989_2_36.assembly	282	103	63	56	40	29	5370996	5298884	5210043	5156957	4945823	4589267	158	347205	5336620	50.63	170271	99069	11	21	0.00
49990_1_62.assembly	147	79	55	46	28	21	5312416	5285323	5224456	5158743	4846087	4625655	106	622959	5302711	50.72	280708	123597	7	14	0.00
49989_2_32.assembly	127	85	64	61	47	29	4835004	4817821	4768348	4745248	4506158	3892456	98	476084	4827572	50.61	130911	62048	12	25	0.00
49990_2_61.assembly	171	83	56	47	34	28	5297192	5258162	5202451	5137846	4917131	4699808	113	400071	5280744	50.65	190808	116746	10	19	0.00
49990_2_166.assembly	621	266	164	136	89	49	10336746	10217068	9997337	9798238	9064594	7595829	330	623211	10264003	54.32	127637	45365	21	52	0.00
49947_1_222.assembly	136	84	63	50	34	28	5115338	5096852	5049945	4953071	4713559	4495252	97	524561	5106041	50.75	183448	93258	9	19	0.00
49989_1_189.assembly	170	96	64	54	46	32	4738783	4706172	4637892	4558014	4409892	3904549	127	219275	4727591	50.78	119234	68084	14	27	0.00
49937_1_241.assembly	159	79	48	39	26	22	5540659	5510968	5436628	5373400	5162827	5024953	98	787772	5524127	57.14	330346	151505	5	11	0.00
49990_2_37.assembly	162	60	43	41	37	28	4693310	4658850	4625885	4611747	4542761	4211462	79	612326	4671920	50.74	167012	85755	8	18	0.00
49937_1_267.assembly	185	94	52	42	28	26	5083543	5047672	4950560	4882467	4648675	4584862	127	614715	5068813	50.76	190808	116899	8	17	0.00
49989_1_276.assembly	126	62	46	41	34	26	5278335	5248000	5212820	5176657	5063848	4772015	90	424623	5268399	50.65	223842	131540	9	17	0.00
49989_2_347.assembly	62	37	27	25	22	18	4857161	4848698	4823226	4807718	4756474	4610565	41	683295	4851852	50.55	306260	191566	6	11	0.00
49947_1_157.assembly	233	111	66	47	37	27	5560786	5515384	5403661	5272535	5117992	4785937	142	634490	5537443	57.12	202616	92980	9	19	0.00
49947_1_181.assembly	116	106	97	69	53	36	5396139	5391298	5360664	5160555	4887889	4320923	110	310150	5394635	57.36	108589	60114	16	32	0.00
49989_1_345.assembly	175	79	54	43	32	23	5146179	5106733	5047104	4968875	4788681	4477636	112	559100	5130618	50.46	245744	113236	7	15	0.00
49989_2_259.assembly	164	89	55	49	36	28	5205448	5175258	5105111	5060290	4869839	4590171	113	371995	5192472	50.67	205661	94502	10	19	0.00
49989_1_186.assembly	150	66	43	36	26	19	5230003	5196611	5141924	5094602	4926995	4689116	92	670008	5215410	50.50	287336	172105	6	12	0.00
49947_1_244.assembly	113	61	38	35	29	22	5035703	5018265	4965273	4941865	4841170	4617899	73	486550	5027737	50.55	215880	161983	8	14	0.00
49989_1_45.assembly	125	65	41	37	30	23	5549515	5526779	5473056	5442540	5334552	5106036	82	543087	5538909	57.21	307140	146134	7	14	0.00
49990_1_191.assembly	281	229	167	140	98	52	10592294	10567849	10420010	10223003	9539546	7921398	252	1491587	10585161	48.70	120335	49977	18	53	0.00
49937_1_328.assembly	65	41	22	21	18	14	4900470	4892397	4849456	4843586	4805146	4674816	47	1377346	4897566	54.77	369552	245523	4	8	0.00
49990_1_81.assembly	175	79	50	41	29	24	5538726	5507011	5429402	5361519	5167797	4986290	96	787772	5518672	57.15	248554	117856	7	14	0.00
49990_1_217.assembly	233	95	55	42	31	25	5582148	5534281	5423007	5333042	5170155	4971474	122	787760	5552208	57.12	217596	108528	7	15	0.00
49937_1_103.assembly	78	46	32	31	30	23	5534206	5522506	5491772	5486097	5471136	5182220	54	662136	5528372	57.11	316897	142932	6	12	0.00
49989_1_305.assembly	140	71	47	40	27	24	5112479	5083888	5031818	4982128	4750863	4646610	97	588742	5101980	50.51	205155	112958	7	15	0.00
49989_1_372.assembly	209	97	54	39	27	21	5179569	5131670	5030537	4919148	4745528	4559347	137	668988	5159805	50.51	205150	132453	7	15	0.00
49937_1_141.assembly	155	65	44	36	25	18	5236232	5196997	5147481	5095418	4899606	4676852	106	649032	5223511	50.35	361390	170356	6	11	0.00
49937_1_357.assembly	95	62	40	34	28	24	5370508	5359558	5315288	5265037	5171147	5026332	71	422721	5365827	57.34	278762	135664	8	15	0.00
49989_1_218.assembly	272	115	72	63	43	28	5199598	5143043	5050530	4984745	4677841	4089374	154	307630	5168550	50.75	148624	67298	13	25	0.00
49989_1_330.assembly	46	34	27	26	26	21	4714924	4709463	4693698	4686061	4686061	4510288	40	710068	4713682	50.81	339571	130966	5	11	0.00
49989_2_145.assembly	117	58	38	34	29	26	5485424	5461799	5417460	5386832	5311878	5223038	80	729424	5476389	57.24	242395	146134	7	14	0.00
49937_1_255.assembly	96	51	34	28	25	20	5480733	5464693	5428988	5382502	5326767	5167261	59	551949	5471239	57.16	315643	209980	7	12	0.00
49990_2_188.assembly	80	53	34	30	28	18	5581880	5574848	5530547	5501796	5461761	5121421	56	1001327	5576753	57.30	470077	148864	4	10	0.00
49990_1_337.assembly	207	93	60	49	31	22	5310243	5265570	5187444	5113415	4796404	4490352	133	622964	5292823	50.70	191238	113497	9	17	0.00
49937_1_123.assembly	96	68	48	42	34	23	5353675	5342544	5296099	5248186	5099728	4710428	77	480315	5348994	57.29	259732	110277	8	15	0.00
49937_1_296.assembly	66	45	31	28	23	18	5216428	5208916	5173758	5157150	5060269	4890192	51	708401	5213196	57.56	411667	206396	5	10	0.00
49990_1_178.assembly	222	86	47	38	30	22	5124601	5080129	4998267	4931229	4812731	4558342	113	625373	5100022	50.33	227210	112873	7	14	0.00
49947_1_316.assembly	231	115	74	65	45	31	5310879	5266360	5175506	5110287	4777517	4238493	157	333615	5292605	50.72	145296	67662	13	27	0.00
49989_1_6.assembly	216	79	52	46	34	26	5245315	5197075	5137343	5093102	4921091	4632776	117	386860	5222199	50.67	198210	114775	9	17	0.00
49989_2_214.assembly	107	55	42	37	29	20	5063301	5044687	5018424	4989079	4858957	4528444	71	830350	5055784	50.69	307938	135039	6	12	0.00
49937_1_23.assembly	61	42	28	25	20	15	5216727	5210007	5174807	5158199	5061318	4891235	47	1114818	5213761	57.56	431200	212537	4	8	0.00
49990_2_283.assembly	134	84	60	53	42	32	5196945	5176307	5132324	5083665	4892410	4532340	101	351522	5188917	50.71	150165	84411	11	23	0.00
49989_2_281.assembly	265	150	90	69	56	37	5027455	4980831	4832647	4680867	4478555	3765085	188	252693	5007417	50.62	96876	52408	18	37	0.00
49937_1_64.assembly	217	97	67	56	37	27	5030317	4988900	4924781	4844261	4564752	4177402	122	451022	5007084	50.50	161515	72217	10	21	0.00
49937_1_191.assembly	105	62	41	37	30	23	5547793	5531304	5487676	5456538	5347270	5117407	74	542946	5540175	57.24	307140	146134	7	14	0.00
49989_1_179.assembly	185	100	58	51	37	27	5338351	5302079	5207201	5152212	4948455	4602399	135	369822	5326591	50.59	196106	104094	10	19	0.00
49937_1_309.assembly	139	76	39	33	23	19	5482871	5458198	5367181	5323781	5174135	5052814	97	1447361	5472521	57.28	359256	127818	4	9	0.00
49990_2_4.assembly	67	44	33	30	22	16	5387998	5379325	5354000	5329707	5199515	4983464	52	948387	5384702	57.36	372143	221358	6	10	0.00
49989_1_53.assembly	52	30	22	21	19	15	5473680	5468054	5451127	5441217	5399516	5254871	32	1646269	5469601	57.19	433209	324964	4	7	0.00
49990_2_185.assembly	306	103	49	34	28	22	5300116	5211113	5082036	4971624	4892458	4671247	177	578081	5265996	50.47	220092	130171	8	15	0.00
49937_1_365.assembly	119	78	52	44	33	23	5160306	5145649	5094992	5040465	4862220	4517156	86	613273	5152048	50.65	240480	112907	7	15	0.00
49947_1_275.assembly	190	99	61	50	32	26	5029982	4994163	4904191	4826524	4560242	4363454	129	409083	5014323	50.73	190808	90555	9	18	0.00
49989_2_275.assembly	84	57	33	29	24	21	5326570	5316262	5260775	5233347	5141297	5045372	64	749691	5321752	57.48	309836	174894	6	12	0.00
49937_1_79.assembly	74	51	30	26	22	18	5570519	5562601	5512260	5480032	5423683	5306566	57	864417	5566918	57.14	580120	248076	4	8	0.00
49989_1_250.assembly	125	83	62	56	43	31	4554490	4541982	4498409	4449735	4224301	3778180	89	251350	4546397	50.78	122484	63521	13	25	0.00
49937_1_70.assembly	168	91	62	56	43	28	5184230	5150687	5097500	5058268	4842265	4311941	118	362453	5171131	50.72	204145	77457	11	22	0.00
49947_1_186.assembly	280	111	73	57	40	29	5322331	5264052	5177201	5062404	4794931	4415377	150	448719	5291696	50.47	165883	67714	10	22	0.00
49937_1_135.assembly	203	82	61	56	45	31	5154882	5111428	5056762	5023990	4831629	4304207	111	358461	5132441	50.52	145843	71967	12	23	0.00
49990_1_119.assembly	178	86	49	39	31	25	5690494	5660149	5568481	5496244	5354410	5139746	104	516291	5673145	57.03	262843	137795	8	16	0.00
49989_2_176.assembly	208	104	65	57	41	31	5461274	5418893	5335597	5277100	5030766	4677373	142	333615	5444275	50.61	178909	79801	11	22	0.00
49937_1_147.assembly	106	65	38	34	26	21	5448059	5435082	5365923	5337420	5215705	5057639	75	1447361	5442266	57.32	336508	114320	4	10	0.00
49990_2_186.assembly	139	57	34	32	25	22	5210747	5179478	5134322	5118612	5025388	4924418	84	682443	5197888	50.72	307933	181926	7	12	0.00
49989_2_267.assembly	107	57	37	31	27	20	4970854	4950260	4895551	4857097	4781552	4537606	73	670729	4962389	50.66	229963	172611	6	12	0.00
49947_1_22.assembly	159	81	51	42	31	22	5220703	5189509	5119659	5050751	4850039	4543757	104	726316	5206673	50.61	215880	125082	8	15	0.00
49937_1_289.assembly	187	94	50	41	26	22	5272440	5234894	5149158	5096206	4875176	4740496	120	622986	5254492	50.79	267535	133009	7	14	0.00
49947_1_377.assembly	285	149	105	94	60	34	5210132	5165283	5059174	4981758	4401283	3465702	178	228550	5184642	50.57	85556	39352	20	44	0.00
49989_1_374.assembly	302	119	62	47	33	26	5544440	5467997	5336179	5235421	4974522	4749152	177	476041	5509611	50.34	202434	109281	9	19	0.00
49990_1_255.assembly	210	99	42	34	23	16	5582868	5539476	5414746	5352581	5181370	4968167	133	1232617	5563139	57.17	377040	212024	4	9	0.00
49937_1_240.assembly	131	79	44	34	30	25	5275641	5256406	5178107	5105908	5050275	4894091	94	958320	5266620	55.10	227540	134584	7	15	0.00
49947_1_372.assembly	172	79	49	43	31	22	5054427	5022701	4949256	4911089	4723935	4411391	100	589826	5037660	50.65	215880	118704	8	16	0.00
49990_2_45.assembly	185	113	76	65	50	35	4989714	4961690	4883183	4805633	4542469	4001107	134	318446	4976568	50.69	99643	64541	16	31	0.00
49989_2_319.assembly	93	55	35	34	30	25	5500418	5486388	5445855	5440145	5381078	5221935	65	576596	5494196	57.18	224673	146293	8	15	0.00
49947_1_210.assembly	169	76	49	45	36	27	4972894	4941407	4895488	4870835	4742799	4421927	91	523067	4952101	50.67	177924	112056	9	18	0.00
49989_2_303.assembly	167	91	50	38	29	23	5307898	5277867	5181272	5097002	4960717	4739838	116	551594	5294558	50.73	200049	158764	9	16	0.00
49937_1_134.assembly	142	62	39	31	27	19	5196187	5162609	5120080	5057849	5008775	4745056	90	666132	5182809	50.48	331068	132553	7	12	0.00
49989_1_217.assembly	89	54	35	34	29	21	4906466	4892666	4852791	4845168	4768762	4497038	66	645302	4901192	50.60	302602	163530	6	13	0.00
49989_1_357.assembly	183	83	56	48	31	27	5029440	4992368	4923801	4866690	4582488	4446014	114	375416	5013997	50.76	190833	107140	10	18	0.00
49990_1_349.assembly	204	84	50	39	32	24	5121292	5073759	4995620	4912383	4785522	4504781	121	491984	5100295	50.60	212558	125082	9	17	0.00
49989_1_127.assembly	139	60	38	33	22	16	5492142	5458102	5404317	5369477	5217162	5032719	92	942403	5480491	57.72	375175	233856	5	9	0.00
49989_1_337.assembly	158	79	48	42	35	25	5178622	5147550	5081745	5032949	4932816	4569664	108	367706	5166215	50.46	252572	112835	9	16	0.00
49990_1_61.assembly	101	65	37	30	21	17	5410034	5396136	5323240	5271724	5110774	4983414	76	850352	5403473	57.42	382658	271642	5	9	0.00
